"Country_Label","Country_Alpha3","Products","HS4","StartingDate","EndDate","Year","Category","Description","Source","Source2","ProtectedCountries","Share_of_exports_Kcal","Share_of_exports_USD","Share_in_World_Kcal","Share_in_World_USD","Share_in_World_Total_Kcal","Share_in_World_Total_USD"
"Kazakhstan","KAZ","Sunflower oil",1512,"2021-12-15 00:00:00","2022-05-31 00:00:00",2022,"Ban","Temporary quantitative restrictions on the export of sunflower seeds and sunflower oil. In the context of growing global demand for sunflower oil in the recent years, the ongoing COVID-19 pandemic, as well as a decrease in the yield of sunflower seeds in Kazakhstan due to drought, the country recorded a threefold increase in prices for sunflower oil, which is considered a socially significant commodity for the country's economy","https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/NKAZ15.pdf&Open=Truee",,,0.01514366319,0.01983244623,0.005965631233,0.005900344331,0.0001380081303,0.00005085080571
"Kazakhstan","KAZ","Sunflower seeds",1206,"2021-12-15 00:00:00","2022-09-30 00:00:00",2022,"Ban","Temporary quantitative restrictions on the export of sunflower seeds and sunflower oil. In the context of growing global demand for sunflower oil in the recent years, the ongoing COVID-19 pandemic, as well as a decrease in the yield of sunflower seeds in Kazakhstan due to drought, the country recorded a threefold increase in prices for sunflower oil, which is considered a socially significant commodity for the country's economy","https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/NKAZ15.pdf&Open=True","https://mir24.tv/news/16515074/kazahstan-vvodit-kvoty-na-vyvoz-semyan-podsolnechnika-do-30-sentyabrya",,0.02372239628,0.03535666298,0.1094942247,0.03983807804,0.0002161883499,0.00009065522118
"Kazakhstan","KAZ","Hay, silage, seed and other oats, seed and other rye","1214;2309;1004;1002","2021-08-24 00:00:00","2022-02-23 00:00:00",2022,"Ban","In 2021, due to lack of precipitation and hot summer, an abnormal drought occurred in Kazakhstan, which led to a shortage of fodder and a massive loss of livestock in all regions of the country. In order to prevent further deterioration of the situation, preserve the life and health of farm animals, as well as prevent a critical shortage in the domestic feed market, the temporary ban was introduced on the export of feed for farm animals","https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/NKAZ14.pdf&Open=True",,,0.002453131559,0.003659441252,0.001607348302,0.0004801867125,0.00002235602414,0.000009382883682
"Kazakhstan","KAZ","Live cattle, small cattle","0102;0104","2022-01-22 00:00:00","2022-07-21 00:00:00",2022,"Ban","Temporary ban on the export of live cattle and small cattle was introduced in order to increase the number of livestock, considering there were both the loss of livestock in 2021 caused by the abnormal drought and increased prices for meat in the domestic market","https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/NKAZ18.pdf&Open=True",,,0.0006192859679,0.004087223042,0.001489963848,0.00116800187,0.000005643713643,0.00001047972511
"Kazakhstan","KAZ","Potatoes",701,"2022-02-22 00:00:00","2022-04-30 00:00:00",2022,"Ban","Temporary ban on the export of potatoes  was introduced due to the abnormal drought in 2021, which led to a decrease in the yield of potatoes in the country and to an increase in its prices (potato is  considered a socially significant commodity for the country's economy), as well as due to short supplies of potatoes in neighboring countries insufficient to prevent a critical shortage in Kazakshtan, and in order to stabilize prices in Kazakhstan","https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/NKAZ17.pdf&Open=True",,,0.002780322595,0.007849816718,0.02744220381,0.008587195332,0.00002533780091,0.00002012709376
"Kazakhstan","KAZ","Potatoes, carrots","0701;0706","2022-01-22 00:00:00","2022-02-21 00:00:00",2022,"Ban","Temporary ban on the export of potatoes and carrots was introduced due to the abnormal drought in 2021, which led to a decrease in the yield of potatoes and carrots in the country and to an increase in prices for these goods (which are considered socially significant commodities for the country's economy), as well as due to short supplies of potatoes and carrots in neighboring countries insufficient to prevent a critical shortage in Kazakhstan, and in order to stabilize prices in Kazakhstan","https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/NKAZ16.pdf&Open=True",,,0.002824910995,0.008180106909,0.0233566485,0.001265838125,0.00002574414656,0.0000209739647
"Iran","IRN","Potatoes, eggplants, tomatoes, onion","0701;0709;0702;0712","2022-04-27 00:00:00","2022-12-31 00:00:00",2022,"Ban","Iranian Minister of Agriculture Javad Sadatinjad announced a ban on the export of tomatoes, potatoes, eggplants and onions to other countries due to the events in Ukraine and the resulting increase in global demand for a number of agricultural crops. “","https://zerkalo.az/v-trende-ogranichenij-na-prodovolstvennyj-eksport-iran-prekratil-postavki-kartofelya/",,,0.06079836646,0.08119808492,0.06096371977,0.02264377206,0.0001282822562,0.0004306169421
"Kazakhstan","KAZ","Sugar",1701,"2022-05-23 00:00:00","2022-11-24 00:00:00",2022,"Ban","The Government of Kazakhstan announced this Friday that it will prohibit the export of white and cane sugar  for six months, starting on May 23.","https://www.niusdiario.es/internacional/europa/kazajistan-prohibira-exportacion-azucar-guerra-ucrania_18_3329295102.html",,,0.006856396696,0.01235740716,0.00105257844,0.001135911708,0.00006248412136,0.00003168464966
"India","IND","Wheat",1001,"2022-05-13 00:00:00","2022-12-31 00:00:00",2022,"Ban","A day after its data showed annual Consumer Price Inflation hitting a near eight-year-high of 7.79 per cent in April, and retail food inflation surging even higher to 8.38 per cent, the Narendra Modi government has banned export of all wheat from the country","https://indianexpress.com/article/business/economy/india-bans-wheat-export-citing-food-security-risk-7916598/","https://www.financialexpress.com/economy/india-bans-wheat-exports-with-immediate-effect/2524263/","BGD",0.007302632147,0.002066259929,0.001172294038,0.001462134597,0.0001729518076,0.00005675554306
"Afghanistan","AFG","Wheat",1001,"2022-05-20 00:00:00","2022-12-31 00:00:00",2022,"Ban","The Taliban, on Thursday, suspended Afghanistan's wheat export or trade to avoid the food scarcity, a report published in Khama Press stated.","https://www.republicworld.com/world-news/rest-of-the-world-news/taliban-ban-wheat-exports-from-afghanistan-to-curb-food-insecurity-articleshow.html","http://english.news.cn/20220520/96af6c20bb624947b7f4a89e4f426902/c.html",,0.000004940373922,0.000005255181985,1.107059305e-8,8.779295987e-8,1.633275456e-9,3.407851182e-9
"Malaysia","MYS","Live chicken, chicken meat","0105;0207","2022-06-01 00:00:00","2022-08-31 00:00:00",2022,"Ban","Malaysia says it will cut the export of chickens from the start of June because of shortages in the country","https://www.bloomberg.com/news/articles/2022-05-24/malaysia-summons-top-poultry-producers-as-it-halts-exports","https://www.bangkokpost.com/business/2361221/malaysias-ban-on-chicken-exports-expected-to-end-on-aug-31-minister",,0.002552540714,0.009945686202,0.01651509903,0.0112532277,0.0001099451925,0.0001991694427
"India","IND","Sugar",1701,"2022-06-01 00:00:00","2022-10-31 00:00:00",2022,"Ban","Amid the huge rise in inflation, the central government has taken another step to bring some relief to the people. The government has now banned the export of sugar effective from June 1. The curbs on sugar export will continue till October 31, 2022, according to ABP News source.","https://news.abplive.com/news/india/after-wheat-export-ban-govt-bans-sugar-export-till-october-31-1533612",,"EUR;USA",0.09364661075,0.04432292259,0.03736134889,0.04364629521,0.002217878469,0.001217451641
"Georgia","GEO","Wheat, barley","1001;1003","2022-07-04 00:00:00","2023-07-01 00:00:00",2022,"Ban","Therefore, the government of Georgia has decided from July 4 this year until July 4, 2023 to ""prohibit the export of wheat and barley."" Minister Otar Shamugia added that the export ban would not apply to corn produced in the country","https://www.mk.ru/politics/2022/06/28/gruziya-zapretila-eksport-pshenicy-i-yachmenya.html",,,0.06589993699,0.005497000814,0.00008692441174,0.00008340521815,0.00001488535405,0.000003716773672
"Serbia","SRB","Corn, sunflower oil","1005;1512","2022-04-20 00:00:00","2022-12-31 00:00:00",2022,"Ban","On April 20, the Government of Serbia (GoS) lifted its prohibition on the export of wheat, corn, flour, and refined sunflower oil. In its place, introduced monthly export quotas. On April 30, the GoS increased export quotas on wheat and wheat flour. On May 11, the GoS decided to lift the export quotas on wheat flour export starting on May 15. The decision to shift export quotas on wheat flour results from the significant stocks in storage and the new wheat harvest starting in less than two months","https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Serbia%20Introduced%20Monthly%20Export%20Quotas%20for%20Wheat%20Corn%20and%20Refined%20Sunflower%20Oil%20and%20Allowed%20Free%20Export%20of%20Wheat%20Flour_Belgrade_Serbia_RB2022-0006.pdf",,,0.3601158183,0.1327114253,0.008582748581,0.009749681042,0.001231558647,0.000367979707
"Bangladesh","BGD","Rice",1006,"2022-06-29 00:00:00","2022-12-31 00:00:00",2022,"Ban","The commerce ministry has imposed restrictions on the export of aromatic rice to rein in prices of the special quality of cereal in the local market of Bangladesh","https://www.thedailystar.net/business/news/bangladesh-bans-aromatic-rice-export-3061856",,,0.03439768891,0.02785932323,0.0001875621796,0.0003652750092,0.000006966336594,0.00000805053077
"India","IND","Wheat flour",1101,"2022-07-12 00:00:00","2022-12-31 00:00:00",2022,"Licensing","India has tweaked export policy for wheat flour and asked traders to secure permission before exporting the commodity, the government said in a notification published on Thursday","https://www.reuters.com/world/india/india-restricts-wheat-flour-exports-2022-07-07/#:~:text=Register%20now%20for%20FREE%20unlimited%20access%20to%20Reuters.com&text=After%20the%20ban%2C%20demand%20for,lower%20prices%20from%20other%20suppliers.&text=The%20restriction%20on%20wheat%20flour,July%2012%2C%20the%20government%20said.",,,0.006895274657,0.003287402324,0.01481475634,0.02173960586,0.000163304161,0.00009029759593
"India","IND","Wheat flour, semolina, maida",1101,"2022-08-25 00:00:00","2022-12-31 00:00:00",2022,"Ban","After banning wheat exports in May, the government on Saturday prohibited exports of wheat flour, maida, semolina and wholemeal aata with a view to curb rising prices.","https://economictimes.indiatimes.com/news/economy/foreign-trade/govt-bans-export-of-wheat-flour-maida-semolina/articleshow/93825933.cms",,,0.006895274657,0.003287402324,0.01481475634,0.02173960586,0.000163304161,0.00009029759593
"Russia","RUS","Soya beans",1201,"2022-04-15 00:00:00","2024-08-31 00:00:00",2022,"Tax","Russia plans to extend its export tax on soybeans for two years until Aug. 31, 2024 and a partial ban on rapeseed exports for six months until Feb. 1 next year, the economy ministry said in a statement on Tuesday","https://www.agriculture.com/markets/newswire/russia-to-extend-export-tax-for-soybeans-ban-on-rapeseed-exports",,,0.009917896448,0.01134828552,0.004372671202,0.003583059759,0.0005401486484,0.0002144549591
